LipidIon,Class,FattyAcid,FA1,FA2,FA3,FA4,CalcMz,IonFormula,GroupArea[c],GroupHeight[c],GroupTopPos[c],ASH10,ASH14,ASH18,ASH2,ASH22,ASH6,EV1,EV13,EV17,EV21,EV5,EV9,P-A11,P-A15,P-A19,P-A23,P-A3,P-A7,PRX12,PRX16,PRX20,PRX24,PRX4,PRX8,QC_MSMS,blank,,Filename,dLPC-,dLPE-,dPI-,dPS-,dPG-,dCer-,dPC-,dPE-
PE(19:1/18:0)+H,PE,(19:1/18:0),(19:1),(18:0),,,760.5850835,C42 H83 O8 N1 P1,2.34E+08,2.64E+07,19.38867571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(14:1e/23:0)+H,PE,(14:1e/23:0),(14:1e),(23:0),,,746.6058185,C42 H85 O7 N1 P1,1.79E+08,1.79E+07,19.90731092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(18:0e/19:1)-H,PE,(18:0e/19:1),(18:0e),(19:1),,,744.5912655,C42 H83 O7 N1 P1,330522.4113,63081.82861,20.261,76890.7683,147024.1014,17268.4377,27884.3973,101182.9947,19901.0952,54457.0917,73733.79,99032.0157,233013.3669,53316.4854,14170.356,51483.1539,64559.132,15075.2088,2548.8867,35008.593,69841.322,25213.9128,13962.0762,39090.112,18934.4391,33063.2922,3264.8031,4446303.407,0,,,,,,,,,,
PE(18:0p/19:1)+H,PE,(18:0p/19:1),(18:0p),(19:1),,,744.5901685,C42 H83 O7 N1 P1,1.24E+08,1.66E+07,19.685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(19:1/18:1)-H,PE,(19:1/18:1),(19:1),(18:1),,,756.5548805,C42 H79 O8 N1 P1,1.66E+08,2.03E+07,18.61693156,2.31E+08,1.88E+08,2.29E+07,2.46E+08,1.94E+08,2.40E+08,1.64E+08,2.86E+08,2.08E+08,2.14E+08,1.88E+08,2.32E+08,1.69E+08,2.07E+08,8.77E+07,1.19E+07,1.98E+08,1.89E+08,1.06E+08,7.98E+07,1.25E+08,1.00E+08,1.98E+08,9.19E+07,2.00E+08,2385.227,,,,,,,,,,
PE(19:1/18:1)+H,PE,(19:1/18:1),(19:1),(18:1),,,758.5694335,C42 H81 O8 N1 P1,1.30E+08,1.76E+07,18.61693156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(16:2e/21:0)+H,PE,(16:2e/21:0),(16:2e),(21:0),,,744.5901685,C42 H83 O7 N1 P1,1.59E+08,1.98E+07,19.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(18:1e/19:1)-H,PE,(18:1e/19:1),(18:1e),(19:1),,,742.5756155,C42 H81 O7 N1 P1,1.39E+08,1.35E+07,19.68748467,3.31E+08,2.62E+08,2.51E+08,3.72E+08,2.59E+08,4.22E+08,2.06E+08,3.72E+08,1.11E+08,2.86E+08,1.18E+08,2.78E+08,1.44E+07,2.05E+07,1.34E+07,1.56E+07,1.78E+07,1.65E+07,2.29E+07,1.49E+07,2.52E+07,1.90E+07,4.69E+07,1.70E+07,1.98E+08,2725.225,,,,,,,,,,
PE(18:1e/19:1)+H,PE,(18:1e/19:1),(18:1e),(19:1),,,744.5901685,C42 H83 O7 N1 P1,1.24E+08,1.66E+07,19.68748467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(16:2e/21:0)+H,PE,(16:2e/21:0),(16:2e),(21:0),,,744.5901685,C42 H83 O7 N1 P1,4.43E+07,7190214.998,20.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(19:1/18:2)-H,PE,(19:1/18:2),(19:1),(18:2),,,754.5392305,C42 H77 O8 N1 P1,1.12E+08,9107498.559,18.02074883,1.56E+08,1.18E+08,1.16E+08,1.67E+08,1.21E+08,1.88E+08,1.09E+08,1.80E+08,1.36E+08,1.42E+08,1.33E+08,1.50E+08,628231.065,1038660.75,2110060.86,1.15E+07,4882661.28,1241922.585,1.51E+08,1.06E+08,1.66E+08,1.30E+08,2.70E+08,1.31E+08,1.54E+08,15935.9481,,,,,,,,,,
PE(19:1/18:2)+H,PE,(19:1/18:2),(19:1),(18:2),,,756.5537835,C42 H79 O8 N1 P1,1.09E+08,9938677.093,18.02074883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(19:0/18:3)-H,PE,(19:0/18:3),(19:0),(18:3),,,754.5392305,C42 H77 O8 N1 P1,5765758.794,795472.1871,18.328,6272506.727,4873438.883,50081.0394,6399930.948,90445.9386,7419464.097,3176446.792,4423092.788,59603.2305,3891101.467,3666092.015,389757.1557,6940441.541,5748369.509,8690872.095,298548.8994,1.05E+07,9845435.029,9808107.672,8124610.277,34276.5,8364107.329,2.02E+07,9939763.49,7347559.799,11200.761,,,,,,,,,,
PE(18:3e/19:0)+H,PE,(18:3e/19:0),(18:3e),(19:0),,,742.5745185,C42 H81 O7 N1 P1,4.30E+07,6203328.662,18.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(18:2e/19:1)+H,PE,(18:2e/19:1),(18:2e),(19:1),,,742.5745185,C42 H81 O7 N1 P1,1046829.448,581927.8747,18.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(18:2e/19:1)+H,PE,(18:2e/19:1),(18:2e),(19:1),,,742.5745185,C42 H81 O7 N1 P1,5.56E+07,5202944.236,19.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(17:0/20:4)-H,PE,(17:0/20:4),(17:0),(20:4),,,752.5235805,C42 H75 O8 N1 P1,3.95E+07,6291789.127,17.343,4.57E+07,3.55E+07,3.48E+07,5.02E+07,3.47E+07,5.78E+07,3.69E+07,5.28E+07,4.26E+07,4.47E+07,4.36E+07,4.59E+07,3.33E+07,4.06E+07,3.27E+07,3.21E+07,4.05E+07,3.92E+07,3.57E+07,2.41E+07,3.70E+07,3.04E+07,6.58E+07,3.10E+07,5.81E+07,19604.709,,,,,,,,,,
PE(17:0/20:4)-H,PE,(17:0/20:4),(17:0),(20:4),,,752.5235805,C42 H75 O8 N1 P1,6.10E+07,1.19E+07,17.55631714,6.75E+07,4.97E+07,4.88E+07,7.41E+07,5.35E+07,8.71E+07,3.75E+07,5.92E+07,4.84E+07,4.74E+07,4.54E+07,4.85E+07,6.01E+07,7.30E+07,6.50E+07,6.04E+07,8.51E+07,8.44E+07,6.17E+07,4.36E+07,6.84E+07,5.37E+07,1.08E+08,5.52E+07,9.75E+07,4625.412,,,,,,,,,,
PE(17:0/20:4)+H,PE,(17:0/20:4),(17:0),(20:4),,,754.5381335,C42 H77 O8 N1 P1,8.04E+07,1.58E+07,17.55631714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(20:4e/17:0)+H,PE,(20:4e/17:0),(20:4e),(17:0),,,740.5588685,C42 H79 O7 N1 P1,2937120.198,379378.3796,18.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(20:4e/17:0)+H,PE,(20:4e/17:0),(20:4e),(17:0),,,740.5588685,C42 H79 O7 N1 P1,7343046.66,1319193.092,19.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(20:3p/17:1)+H,PE,(20:3p/17:1),(20:3p),(17:1),,,738.5432185,C42 H77 O7 N1 P1,973937.4259,381924.2561,19.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(17:0/20:5)-H,PE,(17:0/20:5),(17:0),(20:5),,,750.5079305,C42 H73 O8 N1 P1,113543.9468,55428.8237,15.63,63922.972,228064.387,15728.0145,150115.9485,20229.216,34778.7996,198389.786,540313.273,18274.1715,727851.63,25687.4523,12106.3701,13090.3263,48329.3061,3717.3282,4870.644,96269.668,118056.061,36280.2969,41633.2434,145750.74,20057.5722,55284.2268,29103.56,386905.812,0,,,,,,,,,,
PE(17:1/20:4)+H,PE,(17:1/20:4),(17:1),(20:4),,,752.5224835,C42 H75 O8 N1 P1,5277669.737,908144.0851,16.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(17:0/20:5)-H,PE,(17:0/20:5),(17:0),(20:5),,,750.5079305,C42 H73 O8 N1 P1,2.60E+08,3.55E+07,16.95518013,3.49E+08,2.77E+08,2.88E+08,4.09E+08,2.65E+08,4.50E+08,2.64E+08,4.00E+08,3.20E+08,3.32E+08,2.94E+08,3.27E+08,1.52E+08,2.07E+08,1.63E+08,1.50E+08,1.95E+08,1.90E+08,1.87E+08,1.30E+08,1.96E+08,1.47E+08,3.86E+08,1.43E+08,2.74E+08,0,,,,,,,,,,
PE(17:0/20:5)+H,PE,(17:0/20:5),(17:0),(20:5),,,752.5224835,C42 H75 O8 N1 P1,2.86E+08,4.13E+07,16.95518013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(17:0/20:5)-H,PE,(17:0/20:5),(17:0),(20:5),,,750.5079305,C42 H73 O8 N1 P1,8.00E+07,1.05E+07,17.13133709,1.59E+08,1.18E+08,1.37E+08,2.08E+08,1.16E+08,2.07E+08,8.24E+07,4.47E+07,1.08E+08,9.11E+07,8.43E+07,4.28E+07,451365.075,6.85E+07,5.26E+07,65505.78,1.79E+07,142593.975,1.86E+07,3.77E+07,6.63E+07,4.11E+07,9.14E+07,3.66E+07,1.19E+08,0,,,,,,,,,,
PE(17:0/20:5)+H,PE,(17:0/20:5),(17:0),(20:5),,,752.5224835,C42 H75 O8 N1 P1,8.81E+07,1.23E+07,17.13133709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(17:1/20:5)-H,PE,(17:1/20:5),(17:1),(20:5),,,748.4922805,C42 H71 O8 N1 P1,2.16E+07,2448808.583,16.27392518,4.11E+07,2.72E+07,3.40E+07,4.45E+07,3.03E+07,4.22E+07,2.84E+07,4.86E+07,3.63E+07,3.99E+07,2.92E+07,4.00E+07,5594160.228,1.02E+07,6749543.062,7265554.424,8925399.996,8702784.401,7040755.641,4387326.428,7700688.831,6300656.867,1.55E+07,5935384.417,2.67E+07,0,,,,,,,,,,
PE(17:1/20:5)+H,PE,(17:1/20:5),(17:1),(20:5),,,750.5068335,C42 H73 O8 N1 P1,2.50E+07,3107609.421,16.27392518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(17:0/21:0)-H,PE,(17:0/21:0),(17:0),(21:0),,,774.6018305,C43 H85 O8 N1 P1,6794629.241,646486.5089,20.19412724,2917445.527,2111428.914,1817195.734,3060916.796,1777252.529,3685761.971,1688407.197,3294338.986,1964620.876,2169191.608,2345408.762,2604201.167,8340441.672,1.23E+07,8526613.388,8781997.774,1.16E+07,1.09E+07,1.13E+07,7055125.03,1.17E+07,8241109.985,2.43E+07,1.04E+07,7517648.153,0,,,,,,,,,,
PE(17:0/21:0)+H,PE,(17:0/21:0),(17:0),(21:0),,,776.6163835,C43 H87 O8 N1 P1,3695410.482,489818.4716,20.19412724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(19:1/19:0)-H,PE,(19:1/19:0),(19:1),(19:0),,,772.5861805,C43 H83 O8 N1 P1,1.09E+08,8895236.877,19.638,5.81E+07,4.82E+07,4.48E+07,6.63E+07,5.11E+07,7.43E+07,4.03E+07,7.40E+07,4.50E+07,5.10E+07,4.73E+07,5.69E+07,1.25E+08,1.66E+08,1.35E+08,1.31E+08,1.64E+08,1.58E+08,1.72E+08,1.20E+08,1.84E+08,1.40E+08,3.16E+08,1.39E+08,1.11E+08,0,,,,,,,,,,
PE(20:0e/18:1)+H,PE,(20:0e/18:1),(20:0e),(18:1),,,760.6214685,C43 H87 O7 N1 P1,1.43E+07,1705304.878,20.10783712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(20:0e/18:1)-H,PE,(20:0e/18:1),(20:0e),(18:1),,,758.6069155,C43 H85 O7 N1 P1,2.56E+07,2567503.917,20.10783712,5.21E+07,4.12E+07,4.03E+07,6.07E+07,4.23E+07,6.88E+07,3.76E+07,7.92E+07,5.88E+07,5.48E+07,4.68E+07,5.20E+07,1531649.806,3337594.693,1447692.635,34836.1269,1477439.923,89931.1077,2802182.693,1236610.064,3139480.001,79753.1283,21081.9891,1117978.732,3.03E+07,0,,,,,,,,,,
PE(18:0p/20:1)+H,PE,(18:0p/20:1),(18:0p),(20:1),,,758.6058185,C43 H85 O7 N1 P1,2.69E+07,3298751.243,20.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(20:1/18:1)-H,PE,(20:1/18:1),(20:1),(18:1),,,770.5705305,C43 H81 O8 N1 P1,2132777.664,610959.1666,18.85,832674.2223,436559.4501,41764.0125,1.38E+07,60111.189,1990176.721,1500709.377,737477.8377,446506.3671,269205.93,68011.4499,432794.4411,58204.9173,157213.8354,66902.7555,3959240.867,49863.6114,93565.0476,106559.976,2942326.149,195750.999,3917369.347,145031.3061,4142326.155,8443273.541,0,,,,,,,,,,
PE(18:0/20:2)-H,PE,(18:0/20:2),(18:0),(20:2),,,770.5705305,C43 H81 O8 N1 P1,3.76E+07,8106154.609,19.013,3.85E+07,3.10E+07,2.68E+07,4.38E+07,2.73E+07,4.51E+07,2.25E+07,3.75E+07,2.67E+07,2.59E+07,2.56E+07,2.76E+07,3.54E+07,4.62E+07,2.76E+07,3.17E+07,3.55E+07,3.53E+07,5.20E+07,3.77E+07,5.10E+07,4.25E+07,8.94E+07,4.08E+07,3.87E+07,0,,,,,,,,,,
PE(20:0/18:2)-H,PE,(20:0/18:2),(20:0),(18:2),,,770.5705305,C43 H81 O8 N1 P1,9.63E+07,1.33E+07,19.13335811,7.44E+07,5.92E+07,5.75E+07,7.99E+07,6.06E+07,9.59E+07,6.03E+07,9.72E+07,7.47E+07,8.25E+07,7.39E+07,9.07E+07,7.47E+07,1.10E+08,8.91E+07,8.42E+07,9.44E+07,1.03E+08,1.39E+08,9.31E+07,1.45E+08,1.23E+08,2.45E+08,1.02E+08,9.60E+07,0,,,,,,,,,,
PE(20:0/18:2)+H,PE,(20:0/18:2),(20:0),(18:2),,,772.5850835,C43 H83 O8 N1 P1,1.08E+08,1.52E+07,19.13335811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(20:0e/18:2)+H,PE,(20:0e/18:2),(20:0e),(18:2),,,758.6058185,C43 H85 O7 N1 P1,1.23E+08,1.61E+07,19.54822481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(20:1e/18:1)+H,PE,(20:1e/18:1),(20:1e),(18:1),,,758.6058185,C43 H85 O7 N1 P1,2.79E+07,3489378.432,20.00699924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(18:0p/20:2)+H,PE,(18:0p/20:2),(18:0p),(20:2),,,756.5901685,C43 H83 O7 N1 P1,1.03E+08,1.44E+07,19.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(20:1/18:2)-H,PE,(20:1/18:2),(20:1),(18:2),,,768.5548805,C43 H79 O8 N1 P1,137302.9384,77961.73814,17.333,36527.7105,98665.7871,54553.5474,2547.6765,133328.6877,80338.179,1093857.852,39635.8275,61598.9808,33934.4967,100412.7372,94301.4126,37582.178,43461.5265,15408.696,17469.4374,24159.6387,16229.028,49843.08,45547.7352,91125.306,18102.7365,92572.1307,10170.1017,1504586.063,1215.6606,,,,,,,,,,
PE(18:0/20:3)-H,PE,(18:0/20:3),(18:0),(20:3),,,768.5548805,C43 H79 O8 N1 P1,1.26E+08,1.98E+07,18.51153375,1.13E+08,9.03E+07,8.24E+07,1.24E+08,8.59E+07,1.40E+08,6.20E+07,9.88E+07,7.49E+07,7.23E+07,7.29E+07,7.74E+07,1.54E+08,2.04E+08,1.53E+08,1.63E+08,2.02E+08,1.74E+08,1.44E+08,9.93E+07,1.47E+08,1.17E+08,2.64E+08,1.11E+08,1.27E+08,0,,,,,,,,,,
PE(18:0/20:3)+H,PE,(18:0/20:3),(18:0),(20:3),,,770.5694335,C43 H81 O8 N1 P1,1.35E+08,2.23E+07,18.51153375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(20:0/18:3)-H,PE,(20:0/18:3),(20:0),(18:3),,,768.5548805,C43 H79 O8 N1 P1,9002394.746,1347164.905,18.749,9261071.577,6584505.979,7025831.24,9120997.242,6069574.737,1.13E+07,4869592.424,8493515.106,5226487.291,6821533.6,5915657.173,6752515.444,8457743.401,1.05E+07,9605371.218,9662695.841,1.20E+07,1.00E+07,1.18E+07,7781109.92,1.14E+07,9987326.462,1.91E+07,8617159.178,8804431.55,0,,,,,,,,,,
PE(20:1e/18:2)+H,PE,(20:1e/18:2),(20:1e),(18:2),,,756.5901685,C43 H83 O7 N1 P1,6.79E+07,1.03E+07,19.08057505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(18:1e/20:2)-H,PE,(18:1e/20:2),(18:1e),(20:2),,,754.5756155,C43 H81 O7 N1 P1,8.48E+07,1.12E+07,19.44985177,1.46E+08,1.23E+08,1.18E+08,1.66E+08,1.20E+08,1.86E+08,1.17E+08,1.97E+08,1.47E+08,1.49E+08,1.37E+08,1.44E+08,2.09E+07,3.01E+07,1.87E+07,2.08E+07,2.16E+07,2.28E+07,3.32E+07,2.29E+07,3.45E+07,2.70E+07,6.06E+07,2.51E+07,9.51E+07,0,,,,,,,,,,
PE(18:0p/20:3)+H,PE,(18:0p/20:3),(18:0p),(20:3),,,754.5745185,C43 H81 O7 N1 P1,1.17E+08,1.65E+07,18.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(20:2/18:2)-H,PE,(20:2/18:2),(20:2),(18:2),,,766.5392305,C43 H77 O8 N1 P1,7.00E+07,8452095.289,17.636,1.05E+08,8.55E+07,9.40E+07,1.22E+08,8.36E+07,1.31E+08,6.72E+07,1.07E+08,8.39E+07,7.98E+07,7.37E+07,8.39E+07,3.92E+07,5.92E+07,4.75E+07,4.54E+07,5.20E+07,4.77E+07,5.01E+07,3.43E+07,5.28E+07,3.92E+07,9.24E+07,3.98E+07,9.42E+07,0,,,,,,,,,,
PE(18:0/20:4)+H,PE,(18:0/20:4),(18:0),(20:4),,,768.5537835,C43 H79 O8 N1 P1,8.22E+07,1.31E+07,17.97896433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(18:0/20:4)-H,PE,(18:0/20:4),(18:0),(20:4),,,766.5392305,C43 H77 O8 N1 P1,6.80E+07,1.10E+07,17.97896433,7.78E+07,5.98E+07,5.70E+07,8.53E+07,5.83E+07,9.35E+07,4.97E+07,7.03E+07,5.27E+07,5.40E+07,5.43E+07,5.89E+07,6.71E+07,9.08E+07,6.38E+07,6.80E+07,8.37E+07,7.27E+07,7.66E+07,5.06E+07,7.62E+07,6.12E+07,1.44E+08,5.80E+07,7.89E+07,1338.123,,,,,,,,,,
PE(18:0/20:4)+H,PE,(18:0/20:4),(18:0),(20:4),,,768.5537835,C43 H79 O8 N1 P1,1.40E+08,2.14E+07,18.18444423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(18:0/20:4)-H,PE,(18:0/20:4),(18:0),(20:4),,,766.5392305,C43 H77 O8 N1 P1,1.19E+08,1.75E+07,18.18444423,1.22E+08,9.81E+07,9.46E+07,1.39E+08,1.02E+08,1.66E+08,6.64E+07,9.59E+07,7.45E+07,7.26E+07,7.61E+07,7.68E+07,1.32E+08,1.74E+08,1.39E+08,1.39E+08,1.95E+08,1.64E+08,1.35E+08,9.00E+07,1.42E+08,1.12E+08,2.51E+08,1.08E+08,1.37E+08,0,,,,,,,,,,
PE(18:1e/20:3)-H,PE,(18:1e/20:3),(18:1e),(20:3),,,752.5599655,C43 H79 O7 N1 P1,1.00E+08,1.37E+07,18.967,1.74E+08,1.36E+08,1.33E+08,1.84E+08,1.33E+08,2.14E+08,1.14E+08,1.85E+08,1.48E+08,1.48E+08,1.44E+08,1.43E+08,4.80E+07,6.56E+07,4.83E+07,5.20E+07,5.69E+07,5.43E+07,4.74E+07,3.23E+07,5.16E+07,4.00E+07,8.93E+07,3.71E+07,1.11E+08,0,,,,,,,,,,
PE(18:0p/20:4)+H,PE,(18:0p/20:4),(18:0p),(20:4),,,752.5588685,C43 H79 O7 N1 P1,1.09E+08,1.66E+07,18.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(18:1/20:4)-H,PE,(18:1/20:4),(18:1),(20:4),,,764.5235805,C43 H75 O8 N1 P1,1.38E+07,1774676.322,17.02447582,3.89E+07,499122.96,3.45E+07,4.72E+07,2191190.513,4.86E+07,2.65E+07,335011.935,40540.6725,2.83E+07,801380.9775,3.22E+07,8266052.369,3142467.995,9053467.004,9303262.983,568808.8794,48607.557,240058.632,9087578.332,88206.1716,1.02E+07,123161.265,404318.1447,2.78E+07,0.011,,,,,,,,,,
PE(18:1/20:4)+H,PE,(18:1/20:4),(18:1),(20:4),,,766.5381335,C43 H77 O8 N1 P1,8307777.755,1581673.403,17.02447582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(18:1/20:4)-H,PE,(18:1/20:4),(18:1),(20:4),,,764.5235805,C43 H75 O8 N1 P1,7476940.933,1951835.714,17.274,1.42E+07,3981366.848,1.30E+07,4.10E+07,9793306.672,2.33E+07,631540.5225,4746227.468,2560205.977,143984.685,1.94E+07,7058381.843,115362.3159,554136.6339,499657.4694,128603.0925,190061.328,840945.6879,1018831.964,104503.9566,428623.4463,3043928.597,6721725.688,480853.5702,2.81E+07,4188.4473,,,,,,,,,,
PE(18:0/20:5)-H,PE,(18:0/20:5),(18:0),(20:5),,,764.5235805,C43 H75 O8 N1 P1,4.72E+08,6.38E+07,17.63103554,6.38E+08,5.00E+08,5.06E+08,7.49E+08,5.11E+08,7.66E+08,4.57E+08,6.70E+08,4.95E+08,5.35E+08,4.73E+08,5.47E+08,3.46E+08,4.95E+08,3.56E+08,3.58E+08,4.47E+08,4.02E+08,4.08E+08,2.84E+08,4.12E+08,2.98E+08,7.58E+08,3.07E+08,5.04E+08,0,,,,,,,,,,
PE(18:0/20:5)+H,PE,(18:0/20:5),(18:0),(20:5),,,766.5381335,C43 H77 O8 N1 P1,5.71E+08,8.28E+07,17.63103554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(18:0e/20:5)-H,PE,(18:0e/20:5),(18:0e),(20:5),,,750.5443155,C43 H77 O7 N1 P1,4.00E+07,8457464.033,18.25767777,7.86E+07,6.18E+07,5.88E+07,9.71E+07,6.91E+07,9.91E+07,6.51E+07,9.87E+07,7.84E+07,8.27E+07,6.79E+07,7.68E+07,5312650.533,6847004.886,4090405.669,4961543.263,5086913.649,5343212.25,5052782.658,4198741.513,5456460.579,3989235.936,8955955.402,3721241.276,3.90E+07,0,,,,,,,,,,
PE(18:0e/20:5)+H,PE,(18:0e/20:5),(18:0e),(20:5),,,752.5588685,C43 H79 O7 N1 P1,6.11E+07,1.18E+07,18.25767777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(18:1e/20:4)-H,PE,(18:1e/20:4),(18:1e),(20:4),,,750.5443155,C43 H77 O7 N1 P1,2.03E+07,5761965.011,18.445,4.12E+07,3.22E+07,1.62E+07,4.79E+07,1.74E+07,2.42E+07,3.06E+07,2.62E+07,2.01E+07,4.17E+07,3.97E+07,4.00E+07,648537.8175,1.78E+07,4019084.298,9214935.721,1.50E+07,4852833.975,5090025.21,900276.9027,7032421.388,4680693.719,2.87E+07,8365978.327,3.14E+07,0.012,,,,,,,,,,
PE(18:1e/20:4)-H,PE,(18:1e/20:4),(18:1e),(20:4),,,750.5443155,C43 H77 O7 N1 P1,8.95E+07,1.24E+07,18.62325757,1.64E+08,1.27E+08,1.21E+08,1.86E+08,1.26E+08,2.00E+08,9.41E+07,1.57E+08,1.26E+08,1.21E+08,1.17E+08,1.17E+08,4.11E+07,5.55E+07,3.93E+07,4.30E+07,5.08E+07,4.86E+07,4.38E+07,3.06E+07,4.71E+07,3.66E+07,8.76E+07,3.49E+07,1.03E+08,4135.824,,,,,,,,,,
PE(18:1e/20:4)+H,PE,(18:1e/20:4),(18:1e),(20:4),,,752.5588685,C43 H79 O7 N1 P1,1.09E+08,1.66E+07,18.62325757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(18:1e/20:4)+H,PE,(18:1e/20:4),(18:1e),(20:4),,,752.5588685,C43 H79 O7 N1 P1,4648192.601,1416446.73,19.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(18:0p/20:5)+H,PE,(18:0p/20:5),(18:0p),(20:5),,,750.5432185,C43 H77 O7 N1 P1,2.07E+08,3.17E+07,18.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(18:3/20:3)+H,PE,(18:3/20:3),(18:3),(20:3),,,764.5224835,C43 H75 O8 N1 P1,1763096.548,392577.2405,16.22891217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PE(18:1/20:5)-H,PE,(18:1/20:5),(18:1),(20:5),,,762.5079305,C43 H73 O8 N1 P1,1.05E+08,1.24E+07,16.63084065,2.04E+08,1.56E+08,1.62E+08,2.43E+08,1.59E+08,2.41E+08,1.44E+08,2.07E+08,1.58E+08,1.64E+08,1.43E+08,1.72E+08,1.96E+07,3.01E+07,2.18E+07,2.09E+07,2.76E+07,2.40E+07,2.80E+07,1.54E+07,3.49E+07,2.38E+07,6.39E+07,2.19E+07,1.21E+08,0,,,,,,,,,,
