LipidIon,Class,FattyAcid,FA1,FA2,FA3,FA4,CalcMz,IonFormula,GroupArea[c],GroupHeight[c],GroupTopPos[c],ASH10,ASH14,ASH18,ASH2,ASH22,ASH6,EV1,EV13,EV17,EV21,EV5,EV9,P-A11,P-A15,P-A19,P-A23,P-A3,P-A7,PRX12,PRX16,PRX20,PRX24,PRX4,PRX8,QC_MSMS,blank,,Filename,dLPC-,dLPE-,dPI-,dPS-,dPG-,dCer-,dPC-,dPE-
CL(20:4/20:3/20:4/20:4)-H,CL,(20:4/20:3/20:4/20:4),(20:4),(20:3),(20:4),(20:4),1545.980605,C89 H143 O17 P2,2.12E+07,2395949.801,20.61722082,3.47E+07,2.69E+07,2.47E+07,4.30E+07,2.27E+07,4.65E+07,2.28E+07,3.51E+07,2.61E+07,2.15E+07,2.29E+07,2.70E+07,9979388.589,1.62E+07,1.06E+07,1.09E+07,1.42E+07,1.25E+07,1.26E+07,8055377.109,1.33E+07,9195904.872,2.93E+07,9791528.247,1.75E+07,0,,,,,,,,,,
CL(20:4/20:3/20:4/20:4)+H,CL,(20:4/20:3/20:4/20:4),(20:4),(20:3),(20:4),(20:4),1547.995157,C89 H145 O17 P2,4489801.656,571109.108,20.61722082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
CL(20:4/20:3/20:4/20:4)-H,CL,(20:4/20:3/20:4/20:4),(20:4),(20:3),(20:4),(20:4),1545.980605,C89 H143 O17 P2,2115940.326,221642.1852,21.102,3623600.998,3157823.356,2696201.739,4001178.5,2312526.202,4269020.237,2481445.28,3277794.584,1985439.347,2139037.246,2430109.653,2835228.617,972478.972,8083.1403,1186601.334,1144002.153,1512790.103,1464560.225,1268513.878,834767.057,1531299.865,1006300.168,2911440.47,1187558.568,2591198.403,0,,,,,,,,,,
CL(20:4/20:4/20:4/20:4)-H,CL,(20:4/20:4/20:4/20:4),(20:4),(20:4),(20:4),(20:4),1543.964955,C89 H141 O17 P2,1.25E+07,1295775.835,20.312,2.06E+07,1.62E+07,1.57E+07,2.53E+07,1.48E+07,2.72E+07,1.51E+07,2.23E+07,1.72E+07,1.43E+07,1.45E+07,1.72E+07,5214227.582,8812229.443,6094743.893,6137874.292,7622933.678,6881198.093,7226072.258,4949939.252,8084031.109,5718493.707,1.66E+07,5731882.579,5001276.754,0,,,,,,,,,,
CL(20:5/20:4/20:3/20:4)-H,CL,(20:5/20:4/20:3/20:4),(20:5),(20:4),(20:3),(20:4),1543.964955,C89 H141 O17 P2,1478219.159,176159.0666,20.816,3590067.184,1828078.576,18145.6635,4563194.266,420186.3765,4618249.445,2833158.962,14103.5094,2795499.157,114859.9266,194642.0688,136929.339,48775.8045,1301575.363,1900.6056,962466.244,1199596.19,1156974.217,1416358.49,15002.3448,20255.3739,1066231.71,2889054.175,1161418.468,3290323.691,0,,,,,,,,,,
CL(20:5/20:4/20:4/20:4)-H,CL,(20:5/20:4/20:4/20:4),(20:5),(20:4),(20:4),(20:4),1541.949305,C89 H139 O17 P2,2529420.934,266796.4298,20.111,3831525.619,3181835.459,3158951.963,5135788.655,3055814.655,4881477.371,3102324.386,4481761.901,3538124.596,2979990.346,2941430.029,3307739.098,1005333.151,1175950.195,1182757.391,1239115.163,1268132.234,1458401.38,1327110.274,771337.697,1610859.315,1150818.877,3147049.925,1246359.524,2733466.142,0,,,,,,,,,,
CL(20:5/20:4/20:4/20:4)-H,CL,(20:5/20:4/20:4/20:4),(20:5),(20:4),(20:4),(20:4),1541.949305,C89 H139 O17 P2,889518.2077,107297.0211,20.522,20426.5548,77576.6973,2195960.087,95016.9438,23672.0475,3149327.753,2455010.095,1851923.551,87439.3299,18279.3636,2488968.617,17353.4607,767405.492,1205791.146,953637.768,63120.2379,6971.6916,1071826.104,24750.8586,27733.5777,23406.5457,818006.851,1786458.839,928668.167,2009505.442,0,,,,,,,,,,
CL(18:4/22:6/20:4/20:4)-H,CL,(18:4/22:6/20:4/20:4),(18:4),(22:6),(20:4),(20:4),1539.933655,C89 H137 O17 P2,507846.6406,54332.6913,20.223,1020656.511,18498.8061,832624.119,1151429.699,801918.273,31072.2522,11513.6556,1096441.6,981405.286,777768.946,843266.628,983964.857,301871.152,463580.963,303543.584,306518.938,421351.622,13282.275,385219.278,6981.0477,444551.819,158124.787,723915.746,336852.429,458269.377,0,,,,,,,,,,
CL(22:6/22:2/22:6/15:0)-H,CL,(22:6/22:2/22:6/15:0),(22:6),(22:2),(22:6),(15:0),1562.011905,C90 H147 O17 P2,150240.0359,72887.33871,16.947,97756.917,636720.787,12463.5528,64906.9725,665211.502,59937.366,580225.245,23803.1985,3976.4385,38820.3405,67070.3697,41972.2191,318839.463,9956.9595,43591.9503,19502.5572,280194.269,42076.407,58730.0589,31140.7404,375201.059,24765.4155,97631.766,24600.8379,426613.411,57832.427,,,,,,,,,,
CL(20:5/22:3/24:1/15:0)-H,CL,(20:5/22:3/24:1/15:0),(20:5),(22:3),(24:1),(15:0),1572.090155,C90 H157 O17 P2,548798.1326,127289.8881,17.127,954374.467,664027.029,698243.742,1033716.613,531732.193,1203461.667,550036.392,1133606.55,702403.04,770854.727,653322.879,876683.303,309944.186,458102.705,307901.51,292537.05,111257.548,384496.018,385975.172,210557.251,404423.332,293954.881,480046.45,294872.224,534098.607,1474.263,,,,,,,,,,
CL(20:5/15:0/22:3/24:1)-H,CL,(20:5/15:0/22:3/24:1),(20:5),(15:0),(22:3),(24:1),1572.090155,C90 H157 O17 P2,191590.6253,84340.36726,17.617,37879.4868,52901.6235,32865.2406,31739.4465,14974.476,1942.539,629807.46,84124.0719,272532.8838,32175.9195,684911.848,61245.684,24020.8581,99208.1208,12857.1537,39765.8271,76577.574,68216.6241,70471.2966,615087.281,22165.524,45707.5236,103765.3491,32842.9839,786755.951,0,,,,,,,,,,
CL(22:6/20:3/20:3/20:3)-H,CL,(22:6/20:3/20:3/20:3),(22:6),(20:3),(20:3),(20:3),1574.011905,C91 H147 O17 P2,1043194.585,137483.7574,21.493,1607528.955,1372183.222,901232.837,1467927.47,1011859.013,1940940.604,9215.7492,1352239.007,900931.364,651633.564,686581.011,887426.76,683581.895,1376749.016,1049886.378,1028698.011,1275052.138,1290026.467,55792.6503,549454.89,1095821.857,713250.717,1904789.888,888362.215,1209940.112,0,,,,,,,,,,
CL(22:6/20:3/20:3/20:4)-H,CL,(22:6/20:3/20:3/20:4),(22:6),(20:3),(20:3),(20:4),1571.996255,C91 H145 O17 P2,2316383.235,281199.2419,21.177514,3205911.996,3076757.495,2370168.808,4094006.012,2338209.255,4203329.074,2253038.604,2952097.13,2469039.928,1643964.95,2093916.792,2512528.485,1237704.017,2059249.206,1671424.548,1757611.156,2425272.291,1649900.129,1842125.594,1199287.707,2025840.653,1336028.447,3587860.27,1456049.7,2609268.162,0,,,,,,,,,,
CL(22:6/20:4/20:3/20:4)-H,CL,(22:6/20:4/20:3/20:4),(22:6),(20:4),(20:3),(20:4),1569.980605,C91 H143 O17 P2,3104277.129,350302.0074,20.898,4652708.489,4057622.122,3498207.016,5105512.641,3416579.849,5436927.746,3287338.493,4133695.784,3578040.648,2869124.326,3157230.453,3726714.801,1836556.973,2935410.518,2044996.411,2063369.464,2759543.166,2416948.175,2104596.322,1578702.457,2157202.541,1651033.081,4336435.29,1895035.282,3541581.063,0,,,,,,,,,,
CL(20:5/22:6/20:3/20:4)-H,CL,(20:5/22:6/20:3/20:4),(20:5),(22:6),(20:3),(20:4),1567.964955,C91 H141 O17 P2,3034862.835,336454.0009,20.633,4390276.403,3775608.077,3598491.602,5419480.02,2997756.938,5656074.623,3620828.398,4265699.541,3661967.332,2844219.817,3107014.206,3585943.404,2134008.609,2410535.75,1849954.91,1757592.318,2412674.057,2682923.364,2074831.259,1345173.011,1974920.202,1483226.36,3414143.213,1582170.96,3852655.286,0,,,,,,,,,,
CL(20:5/22:6/20:4/20:4)-H,CL,(20:5/22:6/20:4/20:4),(20:5),(22:6),(20:4),(20:4),1565.949305,C91 H139 O17 P2,1523762.432,169159.5919,20.323,2738087.966,1626198.167,2214211.544,3356236.726,2003000.421,3197854.616,2277270.599,2675023.115,2271645.587,1979494.295,29734.5831,1541348.261,550685.522,661309.334,1022818.618,1020652.377,1221833.322,582820,611406.411,802920.949,25410.3264,760201.067,2065611.673,965436.97,2018004.724,0,,,,,,,,,,
CL(24:0/18:1/20:0/20:3)-2H,CL,(24:0/18:1/20:0/20:3),(24:0),(18:1),(20:0),(20:3),797.588389,C91 H168 O17 P2,8641780.222,1346236.6,19.294,7370198.323,5760496.371,5786360.488,7724586.984,5479857.646,8380821.506,5064241.092,6753885.561,4962290.397,4918438.738,5639385.947,5938080.391,1.02E+07,1.30E+07,1.11E+07,1.15E+07,1.35E+07,1.25E+07,1.19E+07,8308188.757,1.24E+07,9860768.877,2.12E+07,9913857.877,5728979.154,3434.754,,,,,,,,,,
CL(20:5/20:4/22:4/24:1)+H,CL,(20:5/20:4/22:4/24:1),(20:5),(20:4),(22:4),(24:1),1634.104707,C95 H159 O17 P2,527802.9813,185912.9587,16.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
CL(18:4/22:6/22:5/24:1)+H,CL,(18:4/22:6/22:5/24:1),(18:4),(22:6),(22:5),(24:1),1630.073407,C95 H155 O17 P2,353435.6605,113340.8603,15.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d15:1/15:0)+H,Cer,(d15:1/15:0),(d15:1),(15:0),,,482.4567705,C30 H60 O3 N1,5768486.604,712066.4386,15.6133562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d15:1/15:0)+HCOO,Cer,(d15:1/15:0),(d15:1),(15:0),,,526.4476975,C31 H60 O5 N1,3393284.494,394140.429,15.6133562,3812104.093,2563718.642,98262.0741,3959352.107,4050597.966,4148747.97,28806.135,3261066.149,3173301.319,4119672.491,3272030.763,4112964.084,3624450.991,3111045.491,3504950.693,3984075.492,3060385.072,3809920.596,3719448.671,3131092.894,3966381.409,3449243.506,4227413.053,3647188.899,4834041.843,3057238.38,,,,,,,,,,
Cer(d15:1/15:0)+H-H2O,Cer,(d15:1/15:0),(d15:1),(15:0),,,464.4462055,C30 H58 O2 N1,4652604.566,589431.0976,15.6133562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:1/20:0)+H,Cer,(d17:1/20:0),(d17:1),(20:0),,,580.5663205,C37 H74 O3 N1,5535803.578,796279.9415,19.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:1/20:0+O)+H,Cer,(d17:1/20:0+O),(d17:1),(20:0+O),,,596.5612355,C37 H74 O4 N1,8558188.327,1164980.84,18.73979448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:1/20:0+O)+HCOO,Cer,(d17:1/20:0+O),(d17:1),(20:0+O),,,640.5521625,C38 H74 O6 N1,4918406.005,670633.4025,18.73979448,5452623.159,3514838.584,3958765.409,6392846.014,4941842.753,7340206.081,4193823.424,7380440.942,5987741.375,5434845.963,4163149.861,5002594.363,3506238.079,4407656.298,3795795.344,3959179.038,4433060.551,3990471.53,5533964.551,3889106.229,5894445.893,186933.0891,9502130.784,4487108.966,5392199.804,0,,,,,,,,,,
Cer(d17:1/20:1)+H,Cer,(d17:1/20:1),(d17:1),(20:1),,,578.5506705,C37 H72 O3 N1,6510643.499,936156.7377,18.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:0/21:0)+H,Cer,(d17:0/21:0),(d17:0),(21:0),,,596.5976205,C38 H78 O3 N1,4796237.326,700881.8074,19.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:1/21:0)+H,Cer,(d17:1/21:0),(d17:1),(21:0),,,594.5819705,C38 H76 O3 N1,3.64E+07,5804329.491,19.48686139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:1/21:0)+H-H2O,Cer,(d17:1/21:0),(d17:1),(21:0),,,576.5714055,C38 H74 O2 N1,1.48E+07,2414299.821,19.48686139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:1/21:0+O)+H,Cer,(d17:1/21:0+O),(d17:1),(21:0+O),,,610.5768855,C38 H76 O4 N1,8.27E+07,1.29E+07,19.15354664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:1/21:0+O)+HCOO,Cer,(d17:1/21:0+O),(d17:1),(21:0+O),,,654.5678125,C39 H76 O6 N1,5.09E+07,8209805.363,19.15354664,4.98E+07,3.89E+07,3.58E+07,3.66E+07,4.34E+07,6.63E+07,3.25E+07,5.94E+07,4.65E+07,4.66E+07,3.29E+07,4.05E+07,4.86E+07,6.44E+07,3.17E+07,4.86E+07,5.98E+07,5.34E+07,7.07E+07,4.83E+07,7.53E+07,6.33E+07,1.25E+08,5.42E+07,5.51E+07,0,,,,,,,,,,
Cer(d17:1/21:0+O)-H,Cer,(d17:1/21:0+O),(d17:1),(21:0+O),,,608.5623325,C38 H74 O4 N1,4878754.741,787339.3691,19.15354664,118366.7742,4215232.387,140045.3166,5858584.599,21560.214,79139.3352,3358874.555,6063962.97,62510.0436,4677287.407,3523557.768,4339538.614,5427920.509,7212372.727,6422497.335,5992269.093,6460809.825,6165314.977,7661017.465,5446218.875,8332054.559,6724551.315,1.36E+07,6082517.161,7425386.533,4305.538,,,,,,,,,,
Cer(d17:1/21:1)+H,Cer,(d17:1/21:1),(d17:1),(21:1),,,592.5663205,C38 H74 O3 N1,6.02E+07,9564874.136,19.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:0/22:0)+H,Cer,(d17:0/22:0),(d17:0),(22:0),,,610.6132705,C39 H80 O3 N1,1.38E+07,2203346.39,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:1/22:0)+HCOO,Cer,(d17:1/22:0),(d17:1),(22:0),,,652.5885475,C40 H78 O5 N1,4.38E+07,7215610.368,19.8759298,6.32E+07,4.72E+07,4.30E+07,6.62E+07,4.86E+07,8.17E+07,3.67E+07,7.39E+07,4.74E+07,5.15E+07,3.88E+07,5.40E+07,3.21E+07,4.20E+07,3.27E+07,3.31E+07,3.55E+07,3.51E+07,3.65E+07,2.42E+07,3.93E+07,2.89E+07,7.11E+07,2.82E+07,4.66E+07,1216.5588,,,,,,,,,,
Cer(d17:1/22:0)+H,Cer,(d17:1/22:0),(d17:1),(22:0),,,608.5976205,C39 H78 O3 N1,1.05E+08,1.75E+07,19.8759298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:1/22:0)+H-H2O,Cer,(d17:1/22:0),(d17:1),(22:0),,,590.5870555,C39 H76 O2 N1,3.55E+07,6797411.98,19.8759298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:1/22:0+O)+H,Cer,(d17:1/22:0+O),(d17:1),(22:0+O),,,624.5925355,C39 H78 O4 N1,3739835.346,857871.7551,19.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:1/22:0+O)+H,Cer,(d17:1/22:0+O),(d17:1),(22:0+O),,,624.5925355,C39 H78 O4 N1,2.51E+08,4.06E+07,19.5416504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:1/22:0+O)+HCOO,Cer,(d17:1/22:0+O),(d17:1),(22:0+O),,,668.5834625,C40 H78 O6 N1,1.73E+08,2.76E+07,19.5416504,1.85E+08,1.47E+08,1.40E+08,2.03E+08,1.59E+08,2.41E+08,1.45E+08,2.54E+08,1.80E+08,1.91E+08,1.41E+08,1.84E+08,1.32E+08,1.88E+08,1.44E+08,1.54E+08,1.70E+08,1.54E+08,1.87E+08,1.32E+08,2.01E+08,1.61E+08,3.52E+08,1.47E+08,2.07E+08,1477.89,,,,,,,,,,
Cer(d17:1/22:0+O)-H,Cer,(d17:1/22:0+O),(d17:1),(22:0+O),,,622.5779825,C39 H76 O4 N1,1.90E+07,3116423.653,19.5416504,2.00E+07,1.61E+07,1.66E+07,2.19E+07,1.79E+07,2.68E+07,1.53E+07,2.70E+07,2.00E+07,2.11E+07,1.59E+07,2.01E+07,1.47E+07,1.96E+07,1.74E+07,1.70E+07,1.81E+07,1.73E+07,2.10E+07,1.44E+07,2.16E+07,1.64E+07,3.80E+07,1.58E+07,2.47E+07,4154.797,,,,,,,,,,
Cer(d17:1/22:1)+H,Cer,(d17:1/22:1),(d17:1),(22:1),,,606.5819705,C39 H76 O3 N1,1.05E+08,1.70E+07,18.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:1/22:1)+H,Cer,(d17:1/22:1),(d17:1),(22:1),,,606.5819705,C39 H76 O3 N1,2124057.465,518298.9271,19.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:1/22:1)+H,Cer,(d17:1/22:1),(d17:1),(22:1),,,606.5819705,C39 H76 O3 N1,1.76E+08,2.96E+07,19.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:0/23:0)+H,Cer,(d17:0/23:0),(d17:0),(23:0),,,624.6289205,C40 H82 O3 N1,4164103.41,561200.6945,20.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:1/23:0)+H,Cer,(d17:1/23:0),(d17:1),(23:0),,,622.6132705,C40 H80 O3 N1,2546343.128,578631.7495,20.09221376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:1/23:0)+HCOO,Cer,(d17:1/23:0),(d17:1),(23:0),,,666.6041975,C41 H80 O5 N1,5930669.926,1049661.583,20.24335969,7301004.928,5390142.544,5546635.603,7739397.587,5754832.039,9538096.385,4036491.121,8420206.439,5309801.691,6283223.783,4607398.473,6050945.305,5604613.225,8132509.559,1864959.452,4872496.359,7335167.376,7058940.964,182782.3173,4539700.261,7163896.998,5589498.304,1.18E+07,5574236.366,7849263.97,2606.485,,,,,,,,,,
Cer(d17:1/23:0)+H,Cer,(d17:1/23:0),(d17:1),(23:0),,,622.6132705,C40 H80 O3 N1,1.85E+07,2927245.231,20.24335969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:1/23:0)+H-H2O,Cer,(d17:1/23:0),(d17:1),(23:0),,,604.6027055,C40 H78 O2 N1,7030436.96,1142552.2,20.24335969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:1/23:0+O)+HCOO,Cer,(d17:1/23:0+O),(d17:1),(23:0+O),,,682.5991125,C41 H80 O6 N1,7720784.373,1296586.265,19.775,979410.4131,162129.948,5583413.629,8809170.301,7536523.545,1.32E+07,5447301.016,8559324.186,8773857.789,9810028.262,6140320.45,7274316.622,7196978.958,1282713.035,9643360.022,8766680.714,1.18E+07,1.06E+07,1.14E+07,6739947.503,1.15E+07,6951858.248,2.07E+07,7921380.956,1.27E+07,0,,,,,,,,,,
Cer(d17:1/23:0+O)-H,Cer,(d17:1/23:0+O),(d17:1),(23:0+O),,,636.5936325,C40 H78 O4 N1,514398.966,131335.2721,19.775,901498.558,3212.6442,634798.544,933003.77,737146.211,1293628.365,630177.117,225031.0518,18789.6789,75876.5241,605336.872,790992.864,761944.944,227673.849,943953.826,832697.703,1048173.359,1063817.586,28934.9202,13958.3313,85496.1432,134634.279,35690.5068,31761.57,732655.8498,3822.284,,,,,,,,,,
Cer(d17:1/23:0+O)+H,Cer,(d17:1/23:0+O),(d17:1),(23:0+O),,,638.6081855,C40 H80 O4 N1,5.83E+07,9291523.835,19.91179319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:1/23:0+O)+HCOO,Cer,(d17:1/23:0+O),(d17:1),(23:0+O),,,682.5991125,C41 H80 O6 N1,3.76E+07,6299017.95,19.91179319,3.58E+07,2.59E+07,2.61E+07,4.11E+07,2.71E+07,4.53E+07,2.58E+07,4.48E+07,3.39E+07,3.51E+07,2.09E+07,3.27E+07,3.58E+07,4.93E+07,3.79E+07,3.96E+07,4.64E+07,4.10E+07,5.00E+07,3.22E+07,5.23E+07,4.12E+07,9.52E+07,3.62E+07,4.85E+07,3094.138,,,,,,,,,,
Cer(d17:1/23:1)+H,Cer,(d17:1/23:1),(d17:1),(23:1),,,620.5976205,C40 H78 O3 N1,8141304.489,1582460.122,19.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:1/23:1)+H,Cer,(d17:1/23:1),(d17:1),(23:1),,,620.5976205,C40 H78 O3 N1,3.98E+07,6369369.345,19.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:0/24:0)+H,Cer,(d17:0/24:0),(d17:0),(24:0),,,638.6445705,C41 H84 O3 N1,3973783.701,560393.5911,20.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:1/24:0)+HCOO,Cer,(d17:1/24:0),(d17:1),(24:0),,,680.6198475,C42 H82 O5 N1,3379563.269,601916.5094,20.58316792,4482600.084,3703679.569,3774006.565,5119062.628,3610148.351,5416685.424,2815565.558,3990576.885,2581678.124,3624092.947,1162645.248,4033141.474,3058722.449,3811286.99,3245687.669,5197728.519,3664330.842,3407594.571,1725946.943,2159550.697,3308147.531,2508643.861,5300410.299,2579161.324,3776767.89,3112.5792,,,,,,,,,,
Cer(d17:1/24:0)+H,Cer,(d17:1/24:0),(d17:1),(24:0),,,636.6289205,C41 H82 O3 N1,1.10E+07,1810965.239,20.58316792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:1/24:0)+H-H2O,Cer,(d17:1/24:0),(d17:1),(24:0),,,618.6183555,C41 H80 O2 N1,1033564.086,299917.0079,20.58316792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:1/24:0+O)+H,Cer,(d17:1/24:0+O),(d17:1),(24:0+O),,,652.6238355,C41 H82 O4 N1,2.62E+07,4960526.048,20.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:1/24:0+O)+H,Cer,(d17:1/24:0+O),(d17:1),(24:0+O),,,652.6238355,C41 H82 O4 N1,7.95E+07,1.26E+07,20.26220797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:1/24:0+O)+HCOO,Cer,(d17:1/24:0+O),(d17:1),(24:0+O),,,696.6147625,C42 H82 O6 N1,4.58E+07,7783530.826,20.26220797,6.35E+07,4.63E+07,4.57E+07,7.26E+07,4.40E+07,7.68E+07,3.79E+07,9.09E+07,6.07E+07,6.97E+07,5.30E+07,7757798.37,3.37E+07,5.14E+07,317317.005,1195241.94,4.89E+07,4.03E+07,4.75E+07,3.82E+07,1659428.73,4.87E+07,1.05E+08,4.38E+07,5.60E+07,2257.8048,,,,,,,,,,
Cer(d17:1/24:0+O)-H,Cer,(d17:1/24:0+O),(d17:1),(24:0+O),,,650.6092825,C41 H80 O4 N1,5229146.794,863974.9961,20.26220797,6067686.977,4289028.66,4317414.305,6384559.917,4205030.938,7322091.541,5133027.368,8846331.742,5880254.44,6705940.348,5117801.614,7236320.973,3382606.261,4812483.579,4181907.134,4223219.499,4499544.651,3925148.575,5365306.687,3552183.662,5819094.413,4385674.762,1.08E+07,3886952.106,5827301.634,5035.976,,,,,,,,,,
Cer(d17:1/24:1)+H,Cer,(d17:1/24:1),(d17:1),(24:1),,,634.6132705,C41 H80 O3 N1,3418947.964,569776.1743,19.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:1/24:1)+H,Cer,(d17:1/24:1),(d17:1),(24:1),,,634.6132705,C41 H80 O3 N1,1.71E+07,3266265.983,20.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:1/24:1)+H,Cer,(d17:1/24:1),(d17:1),(24:1),,,634.6132705,C41 H80 O3 N1,4.58E+07,7789148.604,20.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:1/25:0)+H,Cer,(d17:1/25:0),(d17:1),(25:0),,,650.6445705,C42 H84 O3 N1,1682410.917,382269.3131,20.77345516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:1/25:0)+HCOO,Cer,(d17:1/25:0),(d17:1),(25:0),,,694.6354975,C43 H84 O5 N1,1279707.759,236492.4002,20.77345516,1528795.189,1091763.599,1078724.143,1716579.821,1027982.024,2234365.985,713713.289,1397579.974,1003446.17,1047234.378,748164.773,1087807.539,1202627.464,1678685.546,1135218.905,1249615.694,1423790.282,1502467.654,1450845.658,887799.018,1428960.861,1084913.16,2817419.201,983529.753,1743931.901,0,,,,,,,,,,
Cer(d17:1/25:0)+H,Cer,(d17:1/25:0),(d17:1),(25:0),,,650.6445705,C42 H84 O3 N1,4552670.797,550187.1418,20.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Cer(d17:1/25:0+O)+H,Cer,(d17:1/25:0+O),(d17:1),(25:0+O),,,666.6394855,C42 H84 O4 N1,2.34E+07,4285346.52,20.46004039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
